VEC,atomic_size_mismatch,lattice_strain,magnetic_moment,formation_energy
7.5,0.20792022842508118,0.7231218735522037,0.4693546252544043,-0.10437468914072823
7.52020202020202,0.24248693363804785,0.8045259962428409,0.3816386231288479,-0.1412649709971114
7.540404040404041,0.10300325209384287,0.08065904858971784,0.18147926403955483,-0.1149361266736182
7.5606060606060606,0.3158004044692272,0.5938463109851098,0.16067390895526912,-0.0870562211914202
7.58080808080808,0.4616991158810043,0.7607593675124257,0.6658938016972621,-0.11109383053865686
7.601010101010101,0.4409138262397799,0.08702675292251649,0.8706085850553205,-0.10311542975130829
7.621212121212121,0.013739148770126497,0.31446445178758264,0.9311305009836452,-0.14156675262641086
7.641414141414142,0.9286476752377786,0.22529579501569086,0.6862797750681122,-0.121820938621653
7.661616161616162,0.5874520056167553,0.6317468749601943,0.06198836298552979,-0.08917501572118156
7.681818181818182,0.04756831090994429,0.9833946568807141,0.7702974840544065,-0.1043079176426979
7.702020202020202,0.11449370522047253,0.11426578739253479,0.6242107915662217,-0.11981215395517289
7.722222222222222,0.6100751899879977,0.9199925446129776,0.857448266984204,-0.09123238810919687
7.742424242424242,0.8052596373792753,0.0644619808415191,0.3717656597779847,-0.12555450795024461
7.762626262626263,0.9348149643861999,0.17087788140773708,0.42940843998153067,-0.12308568978766755
7.782828282828283,0.7361594663708064,0.35179525945874857,0.490147320704693,-0.1060757057988504
7.803030303030303,0.7548124458205345,0.36990326034664833,0.31656249603733455,-0.12381826718237213
7.8232323232323235,0.03888092076147531,0.5289257870739859,0.5442868176081315,-0.11494210266748402
7.843434343434343,0.018759317178636326,0.8752217744437953,0.9324402916849671,-0.13486591397883882
7.863636363636363,0.4886331246157761,0.4995122737654265,0.9119976519179334,-0.1068848687913039
7.883838383838384,0.0671079307118777,0.48691832814967706,0.3213052953758857,-0.11638059318156321
7.904040404040404,0.3511183072042474,0.774664853093657,0.03601112653967864,-0.0829840115567144
7.924242424242424,0.21922257541287082,0.8492846501473711,0.6487620021999322,-0.08251857317512432
7.944444444444445,0.9042011698802332,0.6997957502807406,0.047937228597459414,-0.12051496966077983
7.9646464646464645,0.5955989862431629,0.3557902380566563,0.03500736471410637,-0.12408513940290058
7.984848484848484,0.7395371169641533,0.6555741627946997,0.20426605748061955,-0.11074004240915918
8.005050505050505,0.3872298161757963,0.66465525362106,0.12140834530874356,-0.13138056785583516
8.025252525252526,0.1285199734867999,0.975992684985114,0.12399537628791679,-0.09307683247304244
8.045454545454545,0.06460963014988363,0.292235862018998,0.3505838910285748,-0.08754919574391973
8.065656565656566,0.1305176428723489,0.04446760513112746,0.17551023073593752,-0.1259839072863161
8.085858585858587,0.9233075397300329,0.1877432018992351,0.5931943831357885,-0.13791919974770625
8.106060606060606,0.20450364695963064,0.22083103884032473,0.49715025765324117,-0.11220246561427785
8.126262626262626,0.8897660190039275,0.34871166714934965,0.058068826713496335,-0.08359829374824242
8.146464646464647,0.7084530306112256,0.38104349555138006,0.717583948494215,-0.1388326791477006
8.166666666666666,0.7403732523672616,0.435719442483655,0.12359529709066785,-0.12683034099332025
8.186868686868687,0.46554137670222273,0.15391084233800112,0.007554773775149126,-0.10796010131273728
8.207070707070708,0.0511975905362293,0.1267717760134911,0.5811893701586576,-0.09250591590172474
8.227272727272727,0.6304728080793637,0.25190300611110394,0.3190288841394041,-0.10922278019164763
8.247474747474747,0.6608683799962519,0.7300914173869806,0.11089146061496369,-0.1359927548975593
8.267676767676768,0.09601991590837156,0.5658585444273301,0.7005944164478557,-0.10828868525888119
8.287878787878787,0.2594971923152479,0.0789540551424166,0.4935652584411737,-0.08154770433092935
8.308080808080808,0.4688310830559228,0.6985364486557938,0.44439704846388484,-0.09930543420723237
8.328282828282829,0.3306071711080082,0.9853882152398732,0.4629645045713172,-0.10085430881138496
8.348484848484848,0.2633849705941328,0.5893200390172896,0.8031052067631577,-0.10081446301168417
8.368686868686869,0.44314913653862575,0.9735653593606448,0.6859414119500009,-0.08635101988092485
8.38888888888889,0.25031187464097737,0.5755237457960791,0.6394650451046332,-0.10426421389553518
8.40909090909091,0.5026450550032986,0.38010974930770314,0.7857348499261201,-0.1309540832480529
8.429292929292929,0.6115382309610007,0.5208803790885953,0.429462649223748,-0.10981248753463971
8.44949494949495,0.5579056010691413,0.8927429301051931,0.8051252088613514,-0.10590150772593154
8.469696969696969,0.6913490691497154,0.5794105668777478,0.15555109998494743,-0.0962718524820102
8.48989898989899,0.7637340120366144,0.7719333738845595,0.745902879929952,-0.1328997122255074
8.51010101010101,0.8717803080926666,0.2629187614029592,0.6799349725906176,-0.13729434557826106
8.530303030303031,0.13991464153871058,0.1304512752690239,0.9155867934118765,-0.09736417286478713
8.55050505050505,0.1850548369917313,0.2473813387956666,0.8055255924154014,-0.10551111041919217
8.570707070707071,0.24137583608717017,0.05452262089821236,0.6407827937491932,-0.08252606215632462
8.590909090909092,0.9027424514056123,0.880316629038424,0.6778765498915237,-0.10460867990947748
8.61111111111111,0.6740135406300711,0.7874763133817767,0.37138001886494965,-0.10010241936141093
8.631313131313131,0.41936609642031664,0.8805184786098196,0.36197754339051813,-0.12853818776421666
8.651515151515152,0.8287244778909763,0.3261911206333926,0.5161975592791389,-0.08275671612975
8.671717171717171,0.6541982662660282,0.12121876721393843,0.036061534741017476,-0.1149863094809535
8.691919191919192,0.837890341815166,0.06655232489621699,0.012692506608529164,-0.1315763012279249
8.712121212121213,0.7582933137458523,0.2782483535763852,0.8388275952417806,-0.08081579924826487
8.732323232323232,0.04109218535960257,0.6323092855580976,0.7631180052383081,-0.10658338444805099
8.752525252525253,0.1805198813706954,0.31664801248564745,0.042021916325489794,-0.13207298404537846
8.772727272727273,0.9216407701999465,0.5023845625726028,0.7636284836484293,-0.11968088820939544
8.792929292929292,0.40879613482483956,0.5862273094026361,0.07082789021003333,-0.09595285296916276
8.813131313131313,0.6410032437482757,0.7866463376032522,0.3900813889322712,-0.10033026278538895
8.833333333333334,0.7859964978055554,0.44254453645453506,0.8412698087332025,-0.12031125244143502
8.853535353535353,0.6390772398433997,0.6282111912369566,0.0030893989939977384,-0.11838273275475407
8.873737373737374,0.7183134978348691,0.09981450363592426,0.8983964861772893,-0.12031939041544866
8.893939393939394,0.3841876117385403,0.1429161820557987,0.4423355881279498,-0.08286907778833785
8.914141414141415,0.5628998637732922,0.22992440628196043,0.3521077631472066,-0.11779258467561453
8.934343434343434,0.14935391717844804,0.31787237258337087,0.9185340639363274,-0.1354620139971271
8.954545454545455,0.6883550843289951,0.8332074855076153,0.44200268012214594,-0.08679156226422742
8.974747474747474,0.37734975685546246,0.414578564343255,0.781306466944799,-0.091015514952552
8.994949494949495,0.6538838980285953,0.400719355934553,0.006705302866577889,-0.1149005181834816
9.015151515151516,0.6005830834132015,0.49659340664416496,0.23407167986562127,-0.14745004513204557
9.035353535353536,0.7358877851366192,0.9119378880744474,0.8971825522272557,-0.12855174550815177
9.055555555555555,0.3611212042726405,0.11078317289187745,0.1895238082486259,-0.11430169994427682
9.075757575757576,0.5682292622993129,0.8006780992680178,0.20761335352853272,-0.08177697542074558
9.095959595959595,0.4613488335740842,0.33291898468197967,0.47169250060997525,-0.13639308659792537
9.116161616161616,0.08759888292601892,0.8269034868021176,0.3065157375879577,-0.09281595986079426
9.136363636363637,0.3951160694980801,0.9062412378678301,0.9944793135614034,-0.10059668601843644
9.156565656565657,0.9391717170872634,0.28505573585142174,0.5500868378530309,-0.11764849657850164
9.176767676767676,0.9882469459539642,0.6272642034781046,0.7766047390428207,-0.128731949032026
9.196969696969697,0.6929418694118669,0.962040087504511,0.38449555045130424,-0.09011230780817137
9.217171717171718,0.6367156136954741,0.6269236945632435,0.9569761242740986,-0.08377018689451068
9.237373737373737,0.20394507786750438,0.7288648631540675,0.3827635883500734,-0.12693740041752066
9.257575757575758,0.4412505509891961,0.826116217285285,0.1923493021953927,-0.14310158473478948
9.277777777777779,0.7054925940842012,0.30550745272727886,0.3615468920303718,-0.10481480141205185
9.297979797979798,0.7147105257727656,0.7163866411081913,0.3793491786007872,-0.0989875683429774
9.318181818181818,0.7281135142940661,0.9659522557694863,0.6101661988332968,-0.147681685602852
9.33838383838384,0.8786292905694515,0.07947857451884721,0.03985993547067468,-0.13546713627953128
9.358585858585858,0.35974876404880274,0.8080867073913153,0.9618374388846904,-0.13565672057107428
9.378787878787879,0.04314757019488957,0.6843741943475468,0.961608443492426,-0.13455654541735798
9.3989898989899,0.6710213089774145,0.5756288247462288,0.3400540055249225,-0.10066003215634955
9.419191919191919,0.39972483906587963,0.9337773123210132,0.748950189032246,-0.14634133848867248
9.43939393939394,0.5037533470899122,0.35612370872959254,0.6506956123664873,-0.13117509205443365
9.45959595959596,0.21556615339820817,0.5078909346910719,0.7513967971339908,-0.14649227567272521
9.47979797979798,0.10218572502370982,0.6068281549859904,0.40404932625373613,-0.14631210329832434
9.5,0.8096160307680232,0.40696477402080977,0.47596107457831094,-0.11401366786064378
